method,N,seed,near_P@30,near_Recall@30,near_P@100,near_Recall@100,strict_Recall@30,strict_Recall@100
Ridge(one-hot),100,17,0.23333333333333334,0.17948717948717946,0.21000000000000002,0.5384615384615384,0.20000000000000004,0.5999999999999999
Ridge(compact),100,17,0.29999999999999993,0.23076923076923078,0.21000000000000002,0.5384615384615384,0.4000000000000001,0.5999999999999999
MutCount (0 labels),100,18,0.21166666666666667,0.1671052631578947,0.08950000000000001,0.23552631578947364,0.25,0.25
Random,100,18,0.03333333333333333,0.026315789473684202,0.020000000000000004,0.052631578947368404,0.0,0.0
Ridge(one-hot),100,18,0.3666666666666666,0.2894736842105264,0.21000000000000002,0.5526315789473684,0.75,0.75
Ridge(compact),100,18,0.33333333333333326,0.26315789473684215,0.21000000000000002,0.5526315789473684,0.5,0.75
MutCount (0 labels),100,19,0.21166666666666673,0.16282051282051282,0.09850000000000002,0.2525641025641026,0.25,0.25
Random,100,19,0.03333333333333333,0.025641025641025644,0.030000000000000006,0.07692307692307691,0.25,0.25
Ridge(one-hot),100,19,0.23333333333333334,0.17948717948717946,0.16999999999999998,0.43589743589743596,0.5,0.5
Ridge(compact),100,19,0.26666666666666666,0.20512820512820515,0.19,0.4871794871794871,0.5,0.5
MutCount (0 labels),200,0,0.13333333333333333,0.12121212121212119,0.05900000000000001,0.17878787878787877,0.5,0.5
Random,200,0,0.06666666666666667,0.060606060606060594,0.04000000000000001,0.12121212121212119,0.0,0.25
Ridge(one-hot),200,0,0.16666666666666663,0.1515151515151515,0.16000000000000003,0.48484848484848475,0.0,0.5
Ridge(compact),200,0,0.13333333333333333,0.12121212121212119,0.18000000000000002,0.5454545454545453,0.0,0.75
MutCount (0 labels),200,1,0.24833333333333335,0.19605263157894734,0.10450000000000001,0.275,0.5,0.5
Random,200,1,0.06666666666666667,0.052631578947368404,0.06000000000000001,0.15789473684210525,0.25,0.25
Ridge(one-hot),200,1,0.29999999999999993,0.23684210526315783,0.21000000000000002,0.5526315789473684,0.0,0.25
Ridge(compact),200,1,0.29999999999999993,0.23684210526315783,0.22000000000000003,0.5789473684210528,0.0,0.5
MutCount (0 labels),200,2,0.22000000000000003,0.18857142857142858,0.10550000000000001,0.3014285714285714,0.4000000000000001,0.4000000000000001
Random,200,2,0.0,0.0,0.020000000000000004,0.05714285714285714,0.0,0.20000000000000004
Ridge(one-hot),200,2,0.16666666666666663,0.14285714285714285,0.16999999999999998,0.48571428571428565,0.0,0.4000000000000001
Ridge(compact),200,2,0.20000000000000004,0.1714285714285714,0.18000000000000002,0.5142857142857142,0.0,0.4000000000000001
MutCount (0 labels),200,3,0.17666666666666667,0.15588235294117644,0.07900000000000001,0.2323529411764706,0.5,0.5
Random,200,3,0.03333333333333333,0.029411764705882353,0.04000000000000001,0.11764705882352941,0.0,0.25
Ridge(one-hot),200,3,0.23333333333333334,0.2058823529411765,0.20000000000000004,0.588235294117647,0.25,0.5
Ridge(compact),200,3,0.26666666666666666,0.23529411764705882,0.20000000000000004,0.588235294117647,0.25,0.5
MutCount (0 labels),200,4,0.2416666666666667,0.18589743589743588,0.10900000000000001,0.2794871794871795,0.4000000000000001,0.4000000000000001
Random,200,4,0.03333333333333333,0.025641025641025644,0.05000000000000001,0.1282051282051282,0.0,0.0
Ridge(one-hot),200,4,0.13333333333333333,0.10256410256410257,0.14999999999999997,0.3846153846153847,0.20000000000000004,0.4000000000000001
Ridge(compact),200,4,0.16666666666666663,0.1282051282051282,0.16999999999999998,0.43589743589743596,0.20000000000000004,0.4000000000000001
MutCount (0 labels),200,5,0.1816666666666667,0.16515151515151513,0.09800000000000002,0.2969696969696969,0.5,0.5
Random,200,5,0.03333333333333333,0.030303030303030297,0.05000000000000001,0.1515151515151515,0.0,0.25
Ridge(one-hot),200,5,0.13333333333333333,0.12121212121212119,0.18000000000000002,0.5454545454545453,0.25,0.75
Ridge(compact),200,5,0.20000000000000004,0.1818181818181818,0.18000000000000002,0.5454545454545453,0.5,0.75
MutCount (0 labels),200,6,0.21000000000000002,0.19090909090909086,0.09700000000000002,0.29393939393939383,0.25,0.25
Random,200,6,0.0,0.0,0.020000000000000004,0.060606060606060594,0.0,0.25
Ridge(one-hot),200,6,0.13333333333333333,0.12121212121212119,0.12999999999999998,0.39393939393939387,0.25,0.75
Ridge(compact),200,6,0.13333333333333333,0.12121212121212119,0.12999999999999998,0.39393939393939387,0.25,0.75
MutCount (0 labels),200,7,0.24166666666666664,0.18589743589743588,0.1125,0.28846153846153844,0.4000000000000001,0.4000000000000001
Random,200,7,0.03333333333333333,0.025641025641025644,0.04000000000000001,0.10256410256410257,0.0,0.0
Ridge(one-hot),200,7,0.26666666666666666,0.20512820512820515,0.14000000000000004,0.3589743589743589,0.20000000000000004,0.4000000000000001
Ridge(compact),200,7,0.26666666666666666,0.20512820512820515,0.12999999999999998,0.33333333333333326,0.20000000000000004,0.4000000000000001
MutCount (0 labels),200,8,0.21000000000000005,0.16153846153846155,0.10350000000000001,0.2653846153846154,0.4000000000000001,0.4000000000000001
Random,200,8,0.03333333333333333,0.025641025641025644,0.020000000000000004,0.05128205128205129,0.0,0.0
Ridge(one-hot),200,8,0.23333333333333334,0.17948717948717946,0.19,0.4871794871794871,0.20000000000000004,0.5999999999999999
Ridge(compact),200,8,0.26666666666666666,0.20512820512820515,0.19,0.4871794871794871,0.20000000000000004,0.5999999999999999
MutCount (0 labels),200,9,0.18833333333333335,0.1661764705882353,0.08500000000000002,0.25,0.5,0.5
Random,200,9,0.0,0.0,0.0,0.0,0.0,0.0
Ridge(one-hot),200,9,0.13333333333333333,0.11764705882352941,0.16999999999999998,0.5,0.0,0.5
Ridge(compact),200,9,0.16666666666666663,0.14705882352941174,0.19,0.5588235294117647,0.0,0.75
MutCount (0 labels),200,10,0.19500000000000006,0.16714285714285712,0.09100000000000001,0.25999999999999995,0.4000000000000001,0.4000000000000001
Random,200,10,0.06666666666666667,0.05714285714285714,0.030000000000000006,0.0857142857142857,0.20000000000000004,0.20000000000000004
Ridge(one-hot),200,10,0.29999999999999993,0.2571428571428571,0.21000000000000002,0.5999999999999999,0.0,0.8000000000000002
Ridge(compact),200,10,0.29999999999999993,0.2571428571428571,0.22000000000000003,0.6285714285714284,0.0,0.8000000000000002
MutCount (0 labels),200,11,0.2166666666666667,0.17105263157894735,0.10800000000000001,0.28421052631578947,0.25,0.25
Random,200,11,0.0,0.0,0.0,0.0,0.0,0.0
Ridge(one-hot),200,11,0.26666666666666666,0.21052631578947362,0.16000000000000003,0.42105263157894723,0.0,0.5
Ridge(compact),200,11,0.26666666666666666,0.21052631578947362,0.18000000000000002,0.47368421052631565,0.0,0.5
MutCount (0 labels),200,12,0.23333333333333334,0.2058823529411765,0.08800000000000001,0.2588235294117647,0.4000000000000001,0.4000000000000001
Random,200,12,0.0,0.0,0.04000000000000001,0.11764705882352941,0.0,0.0
Ridge(one-hot),200,12,0.20000000000000004,0.1764705882352941,0.14999999999999997,0.44117647058823534,0.0,0.5999999999999999
Ridge(compact),200,12,0.13333333333333333,0.11764705882352941,0.16000000000000003,0.47058823529411764,0.0,0.5999999999999999
MutCount (0 labels),200,13,0.21166666666666673,0.18676470588235294,0.10300000000000002,0.3029411764705882,0.5,0.5
Random,200,13,0.10000000000000002,0.08823529411764705,0.05000000000000001,0.14705882352941174,0.25,0.25
Ridge(one-hot),200,13,0.16666666666666663,0.14705882352941174,0.11000000000000001,0.32352941176470584,0.0,0.0
Ridge(compact),200,13,0.20000000000000004,0.1764705882352941,0.16000000000000003,0.47058823529411764,0.0,0.25
MutCount (0 labels),200,14,0.17833333333333332,0.15285714285714286,0.09550000000000002,0.2728571428571428,0.25,0.25
Random,200,14,0.0,0.0,0.0,0.0,0.0,0.0
Ridge(one-hot),200,14,0.16666666666666663,0.14285714285714285,0.19,0.5428571428571428,0.0,0.5
Ridge(compact),200,14,0.16666666666666663,0.14285714285714285,0.20000000000000004,0.5714285714285714,0.0,0.5
MutCount (0 labels),200,15,0.1916666666666667,0.1796875,0.08950000000000001,0.2796875,0.33333333333333326,0.33333333333333326
Random,200,15,0.0,0.0,0.05000000000000001,0.15625,0.0,0.6666666666666665
Ridge(one-hot),200,15,0.13333333333333333,0.125,0.12999999999999998,0.40625,0.0,0.6666666666666665
Ridge(compact),200,15,0.16666666666666663,0.15625,0.12999999999999998,0.40625,0.0,0.6666666666666665
MutCount (0 labels),200,16,0.20000000000000004,0.1714285714285714,0.08250000000000002,0.2357142857142857,0.4000000000000001,0.4000000000000001
Random,200,16,0.03333333333333333,0.02857142857142857,0.04000000000000001,0.11428571428571428,0.20000000000000004,0.20000000000000004
Ridge(one-hot),200,16,0.20000000000000004,0.1714285714285714,0.14000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004
Ridge(compact),200,16,0.23333333333333334,0.20000000000000004,0.16000000000000003,0.45714285714285713,0.20000000000000004,0.20000000000000004
MutCount (0 labels),200,17,0.15499999999999997,0.13285714285714284,0.07450000000000002,0.21285714285714286,0.25,0.25
Random,200,17,0.0,0.0,0.0,0.0,0.0,0.0
Ridge(one-hot),200,17,0.16666666666666663,0.14285714285714285,0.14999999999999997,0.42857142857142855,0.25,0.75
Ridge(compact),200,17,0.16666666666666663,0.14285714285714285,0.14999999999999997,0.42857142857142855,0.25,0.75
MutCount (0 labels),200,18,0.20000000000000004,0.16666666666666663,0.085,0.23611111111111116,0.33333333333333326,0.33333333333333326
Random,200,18,0.0,0.0,0.030000000000000006,0.08333333333333331,0.0,0.0
Ridge(one-hot),200,18,0.16666666666666663,0.1388888888888889,0.16999999999999998,0.47222222222222204,0.33333333333333326,1.0
Ridge(compact),200,18,0.20000000000000004,0.16666666666666663,0.18000000000000002,0.5,0.33333333333333326,1.0
MutCount (0 labels),200,19,0.15999999999999998,0.1411764705882353,0.08050000000000002,0.23676470588235293,0.33333333333333326,0.33333333333333326
Random,200,19,0.0,0.0,0.04000000000000001,0.11764705882352941,0.0,0.33333333333333326
Ridge(one-hot),200,19,0.26666666666666666,0.23529411764705882,0.18000000000000002,0.5294117647058824,0.33333333333333326,0.6666666666666665
Ridge(compact),200,19,0.26666666666666666,0.23529411764705882,0.20000000000000004,0.588235294117647,0.0,1.0
MutCount (0 labels),500,0,0.06666666666666667,0.10000000000000002,0.0425,0.2125,0.0,0.0
Random,500,0,0.0,0.0,0.010000000000000002,0.05000000000000001,0.0,0.0
Ridge(one-hot),500,0,0.16666666666666663,0.25,0.14999999999999997,0.75,0.0,0.5
Ridge(compact),500,0,0.16666666666666663,0.25,0.16000000000000003,0.8000000000000002,0.0,1.0
MutCount (0 labels),500,1,0.17166666666666663,0.1907407407407407,0.09450000000000001,0.35,0.5,0.5
Random,500,1,0.0,0.0,0.05000000000000001,0.18518518518518517,0.0,0.25
Ridge(one-hot),500,1,0.29999999999999993,0.33333333333333326,0.16999999999999998,0.6296296296296297,0.0,1.0
Ridge(compact),500,1,0.33333333333333326,0.37037037037037035,0.16999999999999998,0.6296296296296297,0.25,1.0
MutCount (0 labels),500,2,0.20000000000000004,0.22222222222222224,0.10550000000000001,0.3907407407407407,0.6666666666666665,0.6666666666666665
Random,500,2,0.06666666666666667,0.07407407407407404,0.06000000000000001,0.22222222222222224,0.0,0.33333333333333326
Ridge(one-hot),500,2,0.23333333333333334,0.2592592592592593,0.19,0.7037037037037038,0.33333333333333326,1.0
Ridge(compact),500,2,0.23333333333333334,0.2592592592592593,0.19,0.7037037037037038,0.33333333333333326,1.0
MutCount (0 labels),500,3,0.16999999999999998,0.1821428571428571,0.0825,0.29464285714285715,0.33333333333333326,0.33333333333333326
Random,500,3,0.03333333333333333,0.03571428571428571,0.020000000000000004,0.07142857142857142,0.0,0.0
Ridge(one-hot),500,3,0.23333333333333334,0.25,0.16999999999999998,0.6071428571428572,0.0,0.33333333333333326
Ridge(compact),500,3,0.23333333333333334,0.25,0.18000000000000002,0.6428571428571428,0.0,0.33333333333333326
MutCount (0 labels),500,4,0.23333333333333334,0.2258064516129032,0.10600000000000002,0.3419354838709677,0.4000000000000001,0.4000000000000001
Random,500,4,0.06666666666666667,0.06451612903225805,0.030000000000000006,0.09677419354838708,0.20000000000000004,0.4000000000000001
Ridge(one-hot),500,4,0.33333333333333326,0.32258064516129026,0.22000000000000003,0.7096774193548386,0.0,0.8000000000000002
Ridge(compact),500,4,0.29999999999999993,0.29032258064516125,0.22000000000000003,0.7096774193548386,0.0,0.8000000000000002
MutCount (0 labels),500,5,0.16666666666666663,0.20833333333333334,0.09500000000000001,0.3958333333333333,1.0,1.0
Random,500,5,0.0,0.0,0.020000000000000004,0.08333333333333331,0.0,0.0
Ridge(one-hot),500,5,0.13333333333333333,0.16666666666666663,0.16000000000000003,0.6666666666666665,0.0,1.0
Ridge(compact),500,5,0.13333333333333333,0.16666666666666663,0.16999999999999998,0.7083333333333335,0.0,1.0
MutCount (0 labels),500,6,0.13666666666666666,0.17826086956521736,0.07400000000000002,0.3217391304347826,0.5,0.5
Random,500,6,0.0,0.0,0.05000000000000001,0.21739130434782608,0.0,0.0
Ridge(one-hot),500,6,0.16666666666666663,0.21739130434782608,0.16999999999999998,0.7391304347826088,0.0,1.0
Ridge(compact),500,6,0.20000000000000004,0.26086956521739135,0.16000000000000003,0.6956521739130433,0.0,1.0
MutCount (0 labels),500,7,0.20333333333333337,0.2178571428571429,0.09450000000000001,0.3375,0.33333333333333326,0.33333333333333326
Random,500,7,0.03333333333333333,0.03571428571428571,0.020000000000000004,0.07142857142857142,0.0,0.0
Ridge(one-hot),500,7,0.20000000000000004,0.21428571428571427,0.16000000000000003,0.5714285714285714,0.0,1.0
Ridge(compact),500,7,0.20000000000000004,0.21428571428571427,0.16999999999999998,0.6071428571428572,0.0,1.0
MutCount (0 labels),500,8,0.10833333333333335,0.13000000000000003,0.07750000000000003,0.3100000000000001,0.5,0.5
Random,500,8,0.03333333333333333,0.04000000000000001,0.030000000000000006,0.12000000000000002,0.0,0.0
Ridge(one-hot),500,8,0.13333333333333333,0.16000000000000003,0.16999999999999998,0.6799999999999999,0.0,1.0
Ridge(compact),500,8,0.13333333333333333,0.16000000000000003,0.16999999999999998,0.6799999999999999,0.0,1.0
MutCount (0 labels),500,9,0.13666666666666666,0.15769230769230766,0.08900000000000001,0.34230769230769237,0.5,0.5
Random,500,9,0.0,0.0,0.010000000000000002,0.03846153846153846,0.0,0.0
Ridge(one-hot),500,9,0.20000000000000004,0.23076923076923078,0.18000000000000002,0.6923076923076922,0.0,1.0
Ridge(compact),500,9,0.16666666666666663,0.19230769230769235,0.18000000000000002,0.6923076923076922,0.5,1.0
MutCount (0 labels),500,10,0.13833333333333334,0.166,0.08850000000000001,0.35400000000000004,0.25,0.25
Random,500,10,0.0,0.0,0.010000000000000002,0.04000000000000001,0.0,0.0
Ridge(one-hot),500,10,0.13333333333333333,0.16000000000000003,0.16000000000000003,0.6400000000000001,0.25,0.75
Ridge(compact),500,10,0.13333333333333333,0.16000000000000003,0.16000000000000003,0.6400000000000001,0.25,0.75
MutCount (0 labels),500,11,0.16666666666666663,0.20833333333333334,0.08750000000000001,0.36458333333333337,0.33333333333333326,0.33333333333333326
Random,500,11,0.0,0.0,0.020000000000000004,0.08333333333333331,0.0,0.0
Ridge(one-hot),500,11,0.29999999999999993,0.375,0.21000000000000002,0.875,0.6666666666666665,1.0
Ridge(compact),500,11,0.33333333333333326,0.4166666666666667,0.21000000000000002,0.875,0.6666666666666665,1.0
MutCount (0 labels),500,12,0.14499999999999996,0.20714285714285716,0.07950000000000002,0.37857142857142856,0.0,0.0
Random,500,12,0.03333333333333333,0.04761904761904763,0.04000000000000001,0.19047619047619052,0.0,0.0
Ridge(one-hot),500,12,0.16666666666666663,0.23809523809523808,0.14000000000000004,0.6666666666666665,0.0,1.0
Ridge(compact),500,12,0.16666666666666663,0.23809523809523808,0.16000000000000003,0.7619047619047621,0.0,1.0
MutCount (0 labels),500,13,0.1683333333333333,0.22954545454545455,0.08000000000000002,0.36363636363636365,0.33333333333333326,0.33333333333333326
Random,500,13,0.0,0.0,0.020000000000000004,0.0909090909090909,0.0,0.0
Ridge(one-hot),500,13,0.13333333333333333,0.1818181818181818,0.12999999999999998,0.590909090909091,0.0,0.33333333333333326
Ridge(compact),500,13,0.13333333333333333,0.1818181818181818,0.14000000000000004,0.6363636363636365,0.0,0.6666666666666665
MutCount (0 labels),500,14,0.2066666666666667,0.22142857142857145,0.10200000000000002,0.3642857142857142,0.33333333333333326,0.33333333333333326
Random,500,14,0.0,0.0,0.04000000000000001,0.14285714285714285,0.0,0.33333333333333326
Ridge(one-hot),500,14,0.29999999999999993,0.3214285714285714,0.16000000000000003,0.5714285714285714,0.6666666666666665,0.6666666666666665
Ridge(compact),500,14,0.26666666666666666,0.2857142857142857,0.19,0.6785714285714286,0.33333333333333326,0.6666666666666665
MutCount (0 labels),500,15,0.11000000000000001,0.14347826086956525,0.04800000000000001,0.208695652173913,0.0,0.0
Random,500,15,0.0,0.0,0.030000000000000006,0.13043478260869568,0.0,0.0
Ridge(one-hot),500,15,0.16666666666666663,0.21739130434782608,0.14000000000000004,0.6086956521739133,0.0,1.0
Ridge(compact),500,15,0.16666666666666663,0.21739130434782608,0.14000000000000004,0.6086956521739133,0.0,1.0
MutCount (0 labels),500,16,0.14166666666666666,0.2023809523809524,0.07800000000000001,0.3714285714285714,0.0,0.0
Random,500,16,0.06666666666666667,0.09523809523809526,0.04000000000000001,0.19047619047619052,0.0,0.0
Ridge(one-hot),500,16,0.16666666666666663,0.23809523809523808,0.12000000000000002,0.5714285714285714,0.0,1.0
Ridge(compact),500,16,0.16666666666666663,0.23809523809523808,0.14999999999999997,0.7142857142857142,0.0,1.0
MutCount (0 labels),500,17,0.1683333333333333,0.17413793103448277,0.09450000000000001,0.3258620689655173,0.33333333333333326,0.33333333333333326
Random,500,17,0.03333333333333333,0.03448275862068965,0.030000000000000006,0.10344827586206898,0.0,0.0
Ridge(one-hot),500,17,0.20000000000000004,0.20689655172413796,0.18000000000000002,0.6206896551724139,0.0,0.33333333333333326
Ridge(compact),500,17,0.23333333333333334,0.24137931034482757,0.19,0.6551724137931034,0.0,0.33333333333333326
MutCount (0 labels),500,18,0.17166666666666666,0.19807692307692312,0.08900000000000001,0.3423076923076923,0.0,0.0
Random,500,18,0.03333333333333333,0.03846153846153846,0.05000000000000001,0.19230769230769235,0.0,0.0
Ridge(one-hot),500,18,0.20000000000000004,0.23076923076923078,0.18000000000000002,0.6923076923076922,0.5,1.0
Ridge(compact),500,18,0.23333333333333334,0.2692307692307692,0.18000000000000002,0.6923076923076922,0.5,1.0
MutCount (0 labels),500,19,0.13666666666666666,0.1708333333333333,0.083,0.3458333333333333,,
Random,500,19,0.10000000000000002,0.125,0.05000000000000001,0.20833333333333334,,
Ridge(one-hot),500,19,0.20000000000000004,0.25,0.14999999999999997,0.625,,
Ridge(compact),500,19,0.20000000000000004,0.25,0.16000000000000003,0.6666666666666665,,
